olympic_id,year,season,host_city,host_nation,country,sport_id,sport_key,sport,olympic_medals_by_sport,olympic_medals_score_by_sport,host_nation
40,1984,Winter,Sarajevo,SVN,USA,44,ALP,Alpine Skiing,5,13,FALSE
40,1984,Winter,Sarajevo,SVN,YUG,44,ALP,Alpine Skiing,1,2,FALSE
41,1988,Winter,Calgary,CAN,AUT,44,ALP,Alpine Skiing,6,15,FALSE
41,1988,Winter,Calgary,CAN,CAN,44,ALP,Alpine Skiing,2,2,TRUE
41,1988,Winter,Calgary,CAN,FRA,44,ALP,Alpine Skiing,2,4,FALSE
41,1988,Winter,Calgary,CAN,FRG,44,ALP,Alpine Skiing,4,8,FALSE
41,1988,Winter,Calgary,CAN,ITA,44,ALP,Alpine Skiing,2,6,FALSE
41,1988,Winter,Calgary,CAN,LIE,44,ALP,Alpine Skiing,1,1,FALSE
41,1988,Winter,Calgary,CAN,SUI,44,ALP,Alpine Skiing,11,21,FALSE
41,1988,Winter,Calgary,CAN,SWE,44,ALP,Alpine Skiing,1,1,FALSE
41,1988,Winter,Calgary,CAN,YUG,44,ALP,Alpine Skiing,1,2,FALSE
42,1992,Winter,Albertville,FRA,AUT,44,ALP,Alpine Skiing,8,16,FALSE
42,1992,Winter,Albertville,FRA,CAN,44,ALP,Alpine Skiing,1,3,FALSE
42,1992,Winter,Albertville,FRA,ESP,44,ALP,Alpine Skiing,1,1,FALSE
42,1992,Winter,Albertville,FRA,FRA,44,ALP,Alpine Skiing,5,10,TRUE
42,1992,Winter,Albertville,FRA,GER,44,ALP,Alpine Skiing,1,1,FALSE
42,1992,Winter,Albertville,FRA,ITA,44,ALP,Alpine Skiing,5,13,FALSE
42,1992,Winter,Albertville,FRA,LUX,44,ALP,Alpine Skiing,2,4,FALSE
42,1992,Winter,Albertville,FRA,NOR,44,ALP,Alpine Skiing,5,9,FALSE
42,1992,Winter,Albertville,FRA,NZL,44,ALP,Alpine Skiing,1,2,FALSE
42,1992,Winter,Albertville,FRA,SUI,44,ALP,Alpine Skiing,1,1,FALSE
42,1992,Winter,Albertville,FRA,SWE,44,ALP,Alpine Skiing,1,3,FALSE
42,1992,Winter,Albertville,FRA,URS,44,ALP,Alpine Skiing,1,2,FALSE
42,1992,Winter,Albertville,FRA,USA,44,ALP,Alpine Skiing,4,8,FALSE
43,1994,Winter,Lillehammer,NOR,AUT,44,ALP,Alpine Skiing,3,6,FALSE
43,1994,Winter,Lillehammer,NOR,CAN,44,ALP,Alpine Skiing,4,7,FALSE
43,1994,Winter,Lillehammer,NOR,FRA,44,ALP,Alpine Skiing,1,1,FALSE
43,1994,Winter,Lillehammer,NOR,GER,44,ALP,Alpine Skiing,4,11,FALSE
43,1994,Winter,Lillehammer,NOR,ITA,44,ALP,Alpine Skiing,4,7,FALSE
43,1994,Winter,Lillehammer,NOR,NOR,44,ALP,Alpine Skiing,7,13,TRUE
43,1994,Winter,Lillehammer,NOR,RUS,44,ALP,Alpine Skiing,3,5,FALSE
43,1994,Winter,Lillehammer,NOR,SLO,44,ALP,Alpine Skiing,3,3,FALSE
43,1994,Winter,Lillehammer,NOR,SUI,44,ALP,Alpine Skiing,5,11,FALSE
43,1994,Winter,Lillehammer,NOR,SWE,44,ALP,Alpine Skiing,2,5,FALSE
43,1994,Winter,Lillehammer,NOR,USA,44,ALP,Alpine Skiing,5,12,FALSE
43,1994,Winter,Lillehammer,NOR,UZB,44,ALP,Alpine Skiing,1,3,FALSE
44,1998,Winter,Nagano,JPN,AUS,44,ALP,Alpine Skiing,1,1,FALSE
44,1998,Winter,Nagano,JPN,AUT,44,ALP,Alpine Skiing,12,22,FALSE
44,1998,Winter,Nagano,JPN,BLR,44,ALP,Alpine Skiing,1,1,FALSE
44,1998,Winter,Nagano,JPN,CAN,44,ALP,Alpine Skiing,1,3,FALSE
44,1998,Winter,Nagano,JPN,CHN,44,ALP,Alpine Skiing,1,2,FALSE
44,1998,Winter,Nagano,JPN,FIN,44,ALP,Alpine Skiing,2,3,FALSE
44,1998,Winter,Nagano,JPN,FRA,44,ALP,Alpine Skiing,4,9,FALSE
44,1998,Winter,Nagano,JPN,GER,44,ALP,Alpine Skiing,9,20,FALSE
44,1998,Winter,Nagano,JPN,ITA,44,ALP,Alpine Skiing,3,7,FALSE
44,1998,Winter,Nagano,JPN,JPN,44,ALP,Alpine Skiing,1,3,TRUE
44,1998,Winter,Nagano,JPN,NOR,44,ALP,Alpine Skiing,7,14,FALSE
44,1998,Winter,Nagano,JPN,SUI,44,ALP,Alpine Skiing,5,8,FALSE
44,1998,Winter,Nagano,JPN,SWE,44,ALP,Alpine Skiing,1,2,FALSE
44,1998,Winter,Nagano,JPN,USA,44,ALP,Alpine Skiing,6,14,FALSE
45,2002,Winter,Salt Lake City,USA,AUS,44,ALP,Alpine Skiing,1,3,FALSE
45,2002,Winter,Salt Lake City,USA,AUT,44,ALP,Alpine Skiing,9,15,FALSE
45,2002,Winter,Salt Lake City,USA,BLR,44,ALP,Alpine Skiing,1,1,FALSE
45,2002,Winter,Salt Lake City,USA,CAN,44,ALP,Alpine Skiing,2,3,FALSE
45,2002,Winter,Salt Lake City,USA,CRO,44,ALP,Alpine Skiing,4,11,FALSE
45,2002,Winter,Salt Lake City,USA,CZR,44,ALP,Alpine Skiing,1,3,FALSE
45,2002,Winter,Salt Lake City,USA,FIN,44,ALP,Alpine Skiing,1,3,FALSE
45,2002,Winter,Salt Lake City,USA,FRA,44,ALP,Alpine Skiing,8,18,FALSE
45,2002,Winter,Salt Lake City,USA,GER,44,ALP,Alpine Skiing,1,1,FALSE
45,2002,Winter,Salt Lake City,USA,ITA,44,ALP,Alpine Skiing,4,7,FALSE
45,2002,Winter,Salt Lake City,USA,JPN,44,ALP,Alpine Skiing,1,1,FALSE
45,2002,Winter,Salt Lake City,USA,NOR,44,ALP,Alpine Skiing,5,12,FALSE
45,2002,Winter,Salt Lake City,USA,SUI,44,ALP,Alpine Skiing,3,5,FALSE
45,2002,Winter,Salt Lake City,USA,SWE,44,ALP,Alpine Skiing,3,5,FALSE
45,2002,Winter,Salt Lake City,USA,USA,44,ALP,Alpine Skiing,10,20,TRUE
46,2006,Winter,Turin,ITA,AUS,44,ALP,Alpine Skiing,2,4,FALSE
46,2006,Winter,Turin,ITA,AUT,44,ALP,Alpine Skiing,15,28,FALSE
46,2006,Winter,Turin,ITA,BLR,44,ALP,Alpine Skiing,1,2,FALSE
46,2006,Winter,Turin,ITA,CAN,44,ALP,Alpine Skiing,2,4,FALSE
46,2006,Winter,Turin,ITA,CHN,44,ALP,Alpine Skiing,2,5,FALSE
46,2006,Winter,Turin,ITA,CRO,44,ALP,Alpine Skiing,3,7,FALSE
46,2006,Winter,Turin,ITA,FIN,44,ALP,Alpine Skiing,3,5,FALSE
46,2006,Winter,Turin,ITA,FRA,44,ALP,Alpine Skiing,4,7,FALSE
46,2006,Winter,Turin,ITA,GER,44,ALP,Alpine Skiing,1,2,FALSE
46,2006,Winter,Turin,ITA,NOR,44,ALP,Alpine Skiing,3,6,FALSE
46,2006,Winter,Turin,ITA,RUS,44,ALP,Alpine Skiing,1,1,FALSE
46,2006,Winter,Turin,ITA,SUI,44,ALP,Alpine Skiing,8,18,FALSE
46,2006,Winter,Turin,ITA,SVK,44,ALP,Alpine Skiing,1,2,FALSE
46,2006,Winter,Turin,ITA,SWE,44,ALP,Alpine Skiing,4,6,FALSE
46,2006,Winter,Turin,ITA,USA,44,ALP,Alpine Skiing,10,23,FALSE
18,1972,Summer,Munchen,GER,FIN,1,ARC,Archery,1,1,FALSE
18,1972,Summer,Munchen,GER,POL,1,ARC,Archery,1,2,FALSE
18,1972,Summer,Munchen,GER,SWE,1,ARC,Archery,1,2,FALSE
18,1972,Summer,Munchen,GER,URS,1,ARC,Archery,1,1,FALSE
18,1972,Summer,Munchen,GER,USA,1,ARC,Archery,2,6,FALSE
19,1976,Summer,Montreal,CAN,ITA,1,ARC,Archery,1,1,FALSE
19,1976,Summer,Montreal,CAN,JPN,1,ARC,Archery,1,2,FALSE
19,1976,Summer,Montreal,CAN,URS,1,ARC,Archery,2,3,FALSE
19,1976,Summer,Montreal,CAN,USA,1,ARC,Archery,2,6,FALSE
2,1900,Summer,Paris,FRA,BEL,1,ARC,Archery,6,14,FALSE
2,1900,Summer,Paris,FRA,FRA,1,ARC,Archery,12,23,TRUE
20,1980,Summer,Moscow,RUS,FIN,1,ARC,Archery,2,4,FALSE
20,1980,Summer,Moscow,RUS,ITA,1,ARC,Archery,1,1,FALSE
20,1980,Summer,Moscow,RUS,URS,1,ARC,Archery,3,7,FALSE
21,1984,Summer,Los Angeles,USA,CHN,1,ARC,Archery,1,2,FALSE
21,1984,Summer,Los Angeles,USA,JPN,1,ARC,Archery,1,1,FALSE
21,1984,Summer,Los Angeles,USA,KOR,1,ARC,Archery,2,4,FALSE
21,1984,Summer,Los Angeles,USA,USA,1,ARC,Archery,2,5,TRUE
22,1988,Summer,Seoul,KOR,GBR,1,ARC,Archery,3,3,FALSE
22,1988,Summer,Seoul,KOR,INA,1,ARC,Archery,3,6,FALSE
22,1988,Summer,Seoul,KOR,KOR,1,ARC,Archery,10,26,TRUE
22,1988,Summer,Seoul,KOR,URS,1,ARC,Archery,1,1,FALSE
22,1988,Summer,Seoul,KOR,USA,1,ARC,Archery,7,12,FALSE
23,1992,Summer,Barcelona,ESP,CHN,1,ARC,Archery,3,6,FALSE
23,1992,Summer,Barcelona,ESP,ESP,1,ARC,Archery,3,9,TRUE
23,1992,Summer,Barcelona,ESP,FIN,1,ARC,Archery,3,6,FALSE
23,1992,Summer,Barcelona,ESP,FRA,1,ARC,Archery,1,3,FALSE
23,1992,Summer,Barcelona,ESP,GBR,1,ARC,Archery,4,4,FALSE
23,1992,Summer,Barcelona,ESP,KOR,1,ARC,Archery,6,16,FALSE
23,1992,Summer,Barcelona,ESP,URS,1,ARC,Archery,4,4,FALSE
24,1996,Summer,Atlanta,USA,CHN,1,ARC,Archery,1,2,FALSE
24,1996,Summer,Atlanta,USA,GER,1,ARC,Archery,3,6,FALSE
24,1996,Summer,Atlanta,USA,ITA,1,ARC,Archery,3,3,FALSE
24,1996,Summer,Atlanta,USA,KOR,1,ARC,Archery,8,19,FALSE
24,1996,Summer,Atlanta,USA,POL,1,ARC,Archery,3,3,FALSE
24,1996,Summer,Atlanta,USA,SWE,1,ARC,Archery,1,2,FALSE
24,1996,Summer,Atlanta,USA,UKR,1,ARC,Archery,1,1,FALSE
24,1996,Summer,Atlanta,USA,USA,1,ARC,Archery,4,12,TRUE
25,2000,Summer,Sydney,AUS,AUS,1,ARC,Archery,1,3,TRUE
25,2000,Summer,Sydney,AUS,GER,1,ARC,Archery,3,3,FALSE
25,2000,Summer,Sydney,AUS,ITA,1,ARC,Archery,3,6,FALSE
25,2000,Summer,Sydney,AUS,KOR,1,ARC,Archery,9,24,FALSE
25,2000,Summer,Sydney,AUS,NED,1,ARC,Archery,1,1,FALSE
25,2000,Summer,Sydney,AUS,UKR,1,ARC,Archery,3,6,FALSE
25,2000,Summer,Sydney,AUS,USA,1,ARC,Archery,4,5,FALSE
26,2004,Summer,Athens,GRC,AUS,1,ARC,Archery,1,1,FALSE
26,2004,Summer,Athens,GRC,CHN,1,ARC,Archery,3,6,FALSE
26,2004,Summer,Athens,GRC,GBR,1,ARC,Archery,1,1,FALSE
26,2004,Summer,Athens,GRC,ITA,1,ARC,Archery,1,3,FALSE
26,2004,Summer,Athens,GRC,JPN,1,ARC,Archery,1,2,FALSE
26,2004,Summer,Athens,GRC,KOR,1,ARC,Archery,8,23,FALSE
26,2004,Summer,Athens,GRC,TPE,1,ARC,Archery,6,9,FALSE
26,2004,Summer,Athens,GRC,UKR,1,ARC,Archery,3,3,FALSE
3,1904,Summer,St. Louis,USA,USA,1,ARC,Archery,30,64,TRUE
47,2008,Summer,Beijing,CHN,CHN,1,ARC,Archery,7,12,TRUE
47,2008,Summer,Beijing,CHN,FRA,1,ARC,Archery,3,3,FALSE
47,2008,Summer,Beijing,CHN,ITA,1,ARC,Archery,3,6,FALSE
47,2008,Summer,Beijing,CHN,KOR,1,ARC,Archery,9,23,FALSE
47,2008,Summer,Beijing,CHN,RUS,1,ARC,Archery,1,1,FALSE
47,2008,Summer,Beijing,CHN,UKR,1,ARC,Archery,1,3,FALSE
5,1908,Summer,London,GBR,FRA,1,ARC,Archery,3,6,FALSE
5,1908,Summer,London,GBR,GBR,1,ARC,Archery,5,11,TRUE
5,1908,Summer,London,GBR,USA,1,ARC,Archery,1,1,FALSE
7,1920,Summer,Atwerp,BEL,BEL,1,ARC,Archery,45,120,TRUE
7,1920,Summer,Atwerp,BEL,FRA,1,ARC,Archery,27,47,FALSE
7,1920,Summer,Atwerp,BEL,NED,1,ARC,Archery,8,24,FALSE
10,1932,Summer,Los Angeles,USA,BEL,2,ART,Art Contests,1,1,FALSE
10,1932,Summer,Los Angeles,USA,CAN,2,ART,Art Contests,1,1,FALSE
10,1932,Summer,Los Angeles,USA,CZE,2,ART,Art Contests,2,3,FALSE
10,1932,Summer,Los Angeles,USA,DEN,2,ART,Art Contests,2,4,FALSE
10,1932,Summer,Los Angeles,USA,FRA,2,ART,Art Contests,3,9,FALSE
10,1932,Summer,Los Angeles,USA,GBR,2,ART,Art Contests,1,3,FALSE
10,1932,Summer,Los Angeles,USA,GER,2,ART,Art Contests,5,11,FALSE
10,1932,Summer,Los Angeles,USA,HUN,2,ART,Art Contests,1,2,FALSE
10,1932,Summer,Los Angeles,USA,NED,2,ART,Art Contests,1,1,FALSE
10,1932,Summer,Los Angeles,USA,POL,2,ART,Art Contests,2,5,FALSE
10,1932,Summer,Los Angeles,USA,SWE,2,ART,Art Contests,1,3,FALSE
10,1932,Summer,Los Angeles,USA,USA,2,ART,Art Contests,7,17,TRUE
11,1936,Summer,Berlin,GER,AUT,2,ART,Art Contests,5,8,FALSE
11,1936,Summer,Berlin,GER,BEL,2,ART,Art Contests,1,1,FALSE
11,1936,Summer,Berlin,GER,CZE,2,ART,Art Contests,1,1,FALSE
11,1936,Summer,Berlin,GER,FIN,2,ART,Art Contests,1,3,FALSE
11,1936,Summer,Berlin,GER,GER,2,ART,Art Contests,13,30,TRUE
11,1936,Summer,Berlin,GER,JPN,2,ART,Art Contests,2,2,FALSE
11,1936,Summer,Berlin,GER,KIT,2,ART,Art Contests,5,11,FALSE
11,1936,Summer,Berlin,GER,POL,2,ART,Art Contests,3,4,FALSE
11,1936,Summer,Berlin,GER,SUI,2,ART,Art Contests,4,12,FALSE
11,1936,Summer,Berlin,GER,SWE,2,ART,Art Contests,1,1,FALSE
11,1936,Summer,Berlin,GER,USA,2,ART,Art Contests,1,2,FALSE
12,1948,Summer,London,GBR,AUT,2,ART,Art Contests,4,8,FALSE
12,1948,Summer,London,GBR,CAN,2,ART,Art Contests,1,2,FALSE
12,1948,Summer,London,GBR,DEN,2,ART,Art Contests,2,3,FALSE
12,1948,Summer,London,GBR,FIN,2,ART,Art Contests,4,9,FALSE
12,1948,Summer,London,GBR,FRA,2,ART,Art Contests,3,5,FALSE
12,1948,Summer,London,GBR,GBR,2,ART,Art Contests,3,6,TRUE
12,1948,Summer,London,GBR,HUN,2,ART,Art Contests,1,1,FALSE
12,1948,Summer,London,GBR,IND,2,ART,Art Contests,1,2,FALSE
12,1948,Summer,London,GBR,IRL,2,ART,Art Contests,1,1,FALSE
12,1948,Summer,London,GBR,ITA,2,ART,Art Contests,4,7,FALSE
12,1948,Summer,London,GBR,POL,2,ART,Art Contests,1,3,FALSE
12,1948,Summer,London,GBR,SAF,2,ART,Art Contests,2,3,FALSE
12,1948,Summer,London,GBR,SUI,2,ART,Art Contests,3,6,FALSE
12,1948,Summer,London,GBR,SWE,2,ART,Art Contests,2,4,FALSE
6,1912,Summer,Stockholm,SWE,FRA,2,ART,Art Contests,2,5,FALSE
6,1912,Summer,Stockholm,SWE,KIT,2,ART,Art Contests,2,6,FALSE
6,1912,Summer,Stockholm,SWE,SUI,2,ART,Art Contests,2,6,FALSE
6,1912,Summer,Stockholm,SWE,USA,2,ART,Art Contests,1,3,FALSE
7,1920,Summer,Atwerp,BEL,BEL,2,ART,Art Contests,6,11,TRUE
7,1920,Summer,Atwerp,BEL,FRA,2,ART,Art Contests,1,2,FALSE
7,1920,Summer,Atwerp,BEL,GBR,2,ART,Art Contests,1,2,FALSE
7,1920,Summer,Atwerp,BEL,KIT,2,ART,Art Contests,2,5,FALSE
7,1920,Summer,Atwerp,BEL,NOR,2,ART,Art Contests,1,2,FALSE
8,1924,Summer,Paris,FRA,DEN,2,ART,Art Contests,2,3,FALSE
8,1924,Summer,Paris,FRA,FRA,2,ART,Art Contests,3,5,TRUE
8,1924,Summer,Paris,FRA,GBR,2,ART,Art Contests,2,5,FALSE
8,1924,Summer,Paris,FRA,GRE,2,ART,Art Contests,1,3,FALSE
8,1924,Summer,Paris,FRA,HUN,2,ART,Art Contests,2,4,FALSE
8,1924,Summer,Paris,FRA,IRL,2,ART,Art Contests,2,3,FALSE
8,1924,Summer,Paris,FRA,LUX,2,ART,Art Contests,2,5,FALSE
8,1924,Summer,Paris,FRA,MON,2,ART,Art Contests,1,1,FALSE
8,1924,Summer,Paris,FRA,NED,2,ART,Art Contests,1,1,FALSE
9,1928,Summer,Amsterdam,NLD,AUT,2,ART,Art Contests,1,3,FALSE
9,1928,Summer,Amsterdam,NLD,DEN,2,ART,Art Contests,3,4,FALSE
9,1928,Summer,Amsterdam,NLD,FRA,2,ART,Art Contests,4,8,FALSE
9,1928,Summer,Amsterdam,NLD,GBR,2,ART,Art Contests,2,5,FALSE
9,1928,Summer,Amsterdam,NLD,GER,2,ART,Art Contests,8,12,FALSE
9,1928,Summer,Amsterdam,NLD,HUN,2,ART,Art Contests,1,3,FALSE
9,1928,Summer,Amsterdam,NLD,KIT,2,ART,Art Contests,1,2,FALSE
9,1928,Summer,Amsterdam,NLD,LUX,2,ART,Art Contests,1,3,FALSE
9,1928,Summer,Amsterdam,NLD,NED,2,ART,Art Contests,5,10,FALSE
9,1928,Summer,Amsterdam,NLD,POL,2,ART,Art Contests,2,4,FALSE
9,1928,Summer,Amsterdam,NLD,SUI,2,ART,Art Contests,2,4,FALSE
1,1896,Summer,Athens,GRC,AUS,37,ATH,Track & Field,2,6,FALSE
1,1896,Summer,Athens,GRC,GER,37,ATH,Track & Field,1,2,FALSE
1,1896,Summer,Athens,GRC,FRA,37,ATH,Track & Field,2,3,FALSE
1,1896,Summer,Athens,GRC,GBR,37,ATH,Track & Field,2,3,FALSE
1,1896,Summer,Athens,GRC,GRE,37,ATH,Track & Field,10,15,FALSE
1,1896,Summer,Athens,GRC,HUN,37,ATH,Track & Field,3,4,FALSE
1,1896,Summer,Athens,GRC,USA,37,ATH,Track & Field,17,41,FALSE
10,1932,Summer,Los Angeles,USA,ARG,37,ATH,Track & Field,1,3,FALSE
10,1932,Summer,Los Angeles,USA,CAN,37,ATH,Track & Field,15,23,FALSE
10,1932,Summer,Los Angeles,USA,CZE,37,ATH,Track & Field,1,1,FALSE
10,1932,Summer,Los Angeles,USA,FIN,37,ATH,Track & Field,11,21,FALSE
10,1932,Summer,Los Angeles,USA,FRA,37,ATH,Track & Field,1,1,FALSE
10,1932,Summer,Los Angeles,USA,GBR,37,ATH,Track & Field,14,25,FALSE
10,1932,Summer,Los Angeles,USA,GER,37,ATH,Track & Field,8,13,FALSE
10,1932,Summer,Los Angeles,USA,IRL,37,ATH,Track & Field,2,6,FALSE
10,1932,Summer,Los Angeles,USA,JPN,37,ATH,Track & Field,4,7,FALSE
10,1932,Summer,Los Angeles,USA,KIT,37,ATH,Track & Field,6,8,FALSE
10,1932,Summer,Los Angeles,USA,LAT,37,ATH,Track & Field,1,2,FALSE
10,1932,Summer,Los Angeles,USA,PHI,37,ATH,Track & Field,1,1,FALSE
10,1932,Summer,Los Angeles,USA,POL,37,ATH,Track & Field,3,7,FALSE
10,1932,Summer,Los Angeles,USA,SAF,37,ATH,Track & Field,1,1,FALSE
10,1932,Summer,Los Angeles,USA,SWE,37,ATH,Track & Field,1,2,FALSE
10,1932,Summer,Los Angeles,USA,USA,37,ATH,Track & Field,44,107,TRUE
11,1936,Summer,Berlin,GER,AUS,37,ATH,Track & Field,1,1,FALSE
11,1936,Summer,Berlin,GER,CAN,37,ATH,Track & Field,7,8,FALSE
11,1936,Summer,Berlin,GER,FIN,37,ATH,Track & Field,10,21,FALSE
11,1936,Summer,Berlin,GER,GBR,37,ATH,Track & Field,13,31,FALSE
11,1936,Summer,Berlin,GER,GER,37,ATH,Track & Field,22,36,TRUE
11,1936,Summer,Berlin,GER,HUN,37,ATH,Track & Field,1,3,FALSE
11,1936,Summer,Berlin,GER,JPN,37,ATH,Track & Field,7,13,FALSE
11,1936,Summer,Berlin,GER,KIT,37,ATH,Track & Field,8,15,FALSE
11,1936,Summer,Berlin,GER,LAT,37,ATH,Track & Field,1,1,FALSE
11,1936,Summer,Berlin,GER,NED,37,ATH,Track & Field,2,2,FALSE
11,1936,Summer,Berlin,GER,NZL,37,ATH,Track & Field,1,3,FALSE
11,1936,Summer,Berlin,GER,PHI,37,ATH,Track & Field,1,1,FALSE
11,1936,Summer,Berlin,GER,POL,37,ATH,Track & Field,3,5,FALSE
11,1936,Summer,Berlin,GER,SUI,37,ATH,Track & Field,1,2,FALSE
11,1936,Summer,Berlin,GER,SWE,37,ATH,Track & Field,2,2,FALSE
11,1936,Summer,Berlin,GER,USA,37,ATH,Track & Field,34,84,FALSE
12,1948,Summer,London,GBR,ARG,37,ATH,Track & Field,2,5,FALSE
